Activity Date,Activity Type,Moving Time,weekday,month,year,day_of_year,Moving Time_normalized
2020-05-09 16:19:31,Run,2077,5,5,2020,130,-0.3835410394026825
2020-05-06 16:44:06,Run,1965,2,5,2020,127,-0.4355983645727577
2020-05-04 22:27:24,Ride,1303,0,5,2020,125,-0.7432943401315947
2020-05-02 15:13:02,Run,6130,5,5,2020,123,1.5002834151894118
2020-05-01 15:09:01,Run,2344,4,5,2020,122,-0.2594400945775927
2020-04-29 23:13:02,Run,1852,2,4,2020,120,-0.4881204872889942
2020-04-28 23:04:43,Run,2846,1,4,2020,119,-0.026111726404577307
2020-04-26 11:19:21,Ride,12831,6,4,2020,117,4.614891772016854
2020-04-25 16:23:04,Run,1462,5,4,2020,116,-0.6693915302919344
2020-04-19 15:24:21,Run,12009,6,4,2020,110,4.232828189072196
2020-04-17 21:26:26,Run,1638,4,4,2020,108,-0.5875871621675307
2020-04-17 17:19:00,Run,2148,4,4,2020,108,-0.3505404136252242
2020-04-16 22:59:47,Run,138,3,4,2020,107,-1.2847834814096084
2020-04-16 22:45:54,Run,536,3,4,2020,107,-1.0997940580373773
2020-04-15 15:25:48,Run,2899,2,4,2020,106,-0.001477456458023889
2020-04-14 18:53:58,Run,2339,1,4,2020,105,-0.2617640823083996
2020-04-13 16:09:09,Run,2189,0,4,2020,104,-0.3314837142326074
2020-04-10 18:32:45,Run,2593,4,4,2020,101,-0.14370550558340778
2020-04-09 18:44:14,Run,1815,3,4,2020,100,-0.5053179964969655
2020-04-09 18:10:56,Run,435,3,4,2020,100,-1.146738610199677
2020-04-08 16:05:58,Run,2072,2,4,2020,99,-0.38586502713348947
2020-04-07 19:32:37,Run,1362,1,4,2020,98,-0.715871284908073
2020-04-07 19:15:32,Run,645,1,4,2020,98,-1.0491311255057862
2020-04-07 19:00:16,Run,617,1,4,2020,98,-1.062145456798305
2020-04-06 18:25:44,Run,2556,0,4,2020,97,-0.16090301479137903
2020-04-05 22:44:18,Kayaking,2093,6,4,2020,96,-0.3761042786641004
2020-04-04 20:04:28,Run,3670,5,4,2020,95,0.35688145163240415
2020-04-03 17:37:24,Run,2647,4,4,2020,94,-0.11860643809069296
2020-04-02 18:08:06,Run,1731,3,4,2020,93,-0.5443609903745218
2020-04-01 18:42:51,Ride,6721,2,4,2020,92,1.7749787649707904
2020-04-01 15:50:55,Run,3260,2,4,2020,92,0.16631445770623618
2020-03-31 18:08:55,Run,1906,1,3,2020,91,-0.4630214197962794
2020-03-31 17:53:40,Run,561,1,3,2020,91,-1.0881741193833425
2020-03-31 17:40:57,Run,508,1,3,2020,91,-1.112808389329896
2020-03-30 16:39:25,Run,2046,0,3,2020,90,-0.3979497633336855
2020-03-29 15:28:19,Run,3404,6,3,2020,89,0.23324530435347565
2020-03-28 23:13:12,Kayaking,3499,5,3,2020,88,0.27740107123880725
2020-03-27 15:38:07,Run,2119,4,3,2020,87,-0.3640195424639044
2020-03-26 22:22:34,Run,2255,3,3,2020,86,-0.300807076185956
2020-03-25 17:15:38,Run,2479,2,3,2020,85,-0.19669242584580568
2020-03-23 17:19:47,Run,2062,0,3,2020,83,-0.3905130025951033
2020-03-21 15:45:31,Run,2657,5,3,2020,81,-0.11395846262907912
2020-03-20 22:03:59,Run,1950,4,3,2020,80,-0.44257032776517846
2020-03-20 17:26:13,Run,1635,4,3,2020,80,-0.5889815548060148
2020-03-18 17:39:49,Run,129,2,3,2020,78,-1.288966659325061
2020-03-18 15:51:39,Run,5903,2,3,2020,78,1.3947743722107773
2020-03-17 15:51:57,Run,2356,1,3,2020,77,-0.25386252402365606
2020-03-16 15:37:58,Run,2140,0,3,2020,76,-0.35425879399451526
2020-03-15 22:14:39,Run,2654,6,3,2020,75,-0.11535285526756327
2020-03-10 21:25:43,Run,491,1,3,2020,70,-1.1207099476146396
2020-03-08 19:36:53,Run,871,6,3,2020,68,-0.9440868800733131
2019-12-26 19:17:54,Run,2275,3,12,2019,360,-0.29151112526272827
2019-11-25 13:04:52,Run,1805,0,11,2019,329,-0.5099659719585793
2019-11-09 20:05:42,Run,1664,5,11,2019,313,-0.5755024259673347
2019-09-01 21:35:41,Ride,2398,6,9,2019,244,-0.2343410270848779
2019-08-08 11:37:00,Run,3566,3,8,2019,220,0.30854250683162004
2019-08-07 11:22:00,Run,3772,2,8,2019,219,0.4042908013408654
2019-08-06 11:31:48,Run,5278,1,8,2019,218,1.1042759058599116
2019-08-05 11:17:58,Ride,3304,0,8,2019,217,0.18676554973733714
2019-08-01 16:14:52,Ride,3133,3,8,2019,213,0.10728516934374026
2019-07-30 15:32:41,Run,687,1,7,2019,211,-1.029609628567008
2019-07-27 18:12:01,Run,2137,5,7,2019,208,-0.35565318663299944
2019-07-24 18:06:59,Run,3849,2,7,2019,205,0.4400802123952921
2019-07-18 17:39:34,Run,2869,3,7,2019,199,-0.015421382842865445
2019-07-16 23:27:08,Run,2560,1,7,2019,197,-0.15904382460673347
2019-07-10 21:24:06,Run,2201,2,7,2019,191,-0.32590614367867077
2019-07-09 23:52:21,Run,1101,1,7,2019,190,-0.8371834444561945
2019-07-08 17:48:58,Run,2019,0,7,2019,189,-0.4104992970800429
2019-07-07 14:55:10,Run,2052,6,7,2019,188,-0.3951609780567172
2019-07-04 18:02:30,Run,2137,3,7,2019,185,-0.35565318663299944
2019-07-01 22:30:52,Run,1416,0,7,2019,182,-0.6907722174153582
2019-06-23 17:01:00,Run,599,6,6,2019,174,-1.07051181262921
2019-06-13 21:18:23,Run,1399,3,6,2019,164,-0.6986737757001017
